id,longitude,latitude,agriculture,forest,fresh_woody_wetland,grassland,pasture,shrub,urban,water,fresh_marsh,barren,shore,salt_marsh,salt_woody_wetland,elevation_median,elevation_sd,northness_median,northness_sd,eastness_median,eastness_sd,slopeness_median,slopeness_sd,t_mean,trange_mean,poc_mean,chl_mean
1,-90.74140344305108,31.250507919048523,0.00012584948401711554,0.8307324439969797,0.0987918449534357,0.0050339793606846,0.0263025421595771,0.038132393657186,0.00012584948401711554,0.0002516989680342311,0.0,0.0,0.0,0.0,0.0,117.15660858154295,6.585327061913452,-0.1230205144342048,0.2520998832053962,-0.1338414358887777,0.336318857098422,0.988993425702819,0.1962916294822327,0.0183251073671513,0.8619958895360138,0.62195864633945,0.8284824780564118
2,-90.71135373508636,31.262354900935588,0.0,0.4836963363968274,0.1436484955306559,0.0672290066725418,0.1452851567417852,0.1320659700365101,0.0,0.0045322925846657,0.0012589701624071,0.0,0.0,0.0,0.0,129.015380859375,3.1313034653574623,-0.0222023282997788,0.1491065743783244,0.087380056828073,0.2862067333427306,0.7484201833759242,0.1898787608602047,0.0185738608749875,0.868938166675584,0.6758135908368937,0.8001760404679996
3,-90.74175615040852,31.2167978997281,0.0,0.6734308041341064,0.0960423493824048,0.0219309301739349,0.0368036299470632,0.1441895639021931,0.0015124779430299,0.0017645576002016,0.0005041593143433325,0.00012603982858583313,0.0,0.0,0.0,114.25202941894533,7.764437024569429,-0.096686339993712,0.2462430698834232,0.0733074739328776,0.3101556827332665,0.8171558763417358,0.1933177198637011,0.025111594014993,0.8668962111350486,0.5772172944109921,0.8072984905602916
4,-90.71170979432635,31.228641776229477,0.00012596044841919638,0.5518327245244993,0.1403199395389847,0.046857286811941,0.1166393752361758,0.1236931603476508,0.00012596044841919638,0.004534576143091,0.0037788134525758,0.0,0.0,0.0,0.0,110.27571105957033,8.936955574765866,-0.2075705529631037,0.3067622075196892,-0.0880708105886435,0.3337900005613364,0.924224969295572,0.1999778788390928,0.0255496770642828,0.8694514029370713,0.6608947612093624,0.7930924351072883
5,-90.6816620449597,31.2404756141882,0.0,0.5962654554630331,0.0912187736563209,0.0806207418622255,0.1016906384052485,0.0958869543275296,0.00025233409033560434,0.0065606863487257,0.0094625283875851,0.0,0.0,0.0,0.0,108.42325973510742,8.634862434474204,-0.1370741739441087,0.1962243214700778,0.2240004313759191,0.2901970066936036,0.9027481762773418,0.2517622041418315,0.0201661375208148,0.8734745375361137,0.7009710523588301,0.7875008876038992
6,-90.65161385625429,31.252306230006873,0.0017634462778687,0.3933744804131503,0.2512910945962968,0.0240584456480665,0.198261745811815,0.0930847713817861,0.0,0.0046605365915102,0.0068018642146366,0.0,0.00012596044841919638,0.0,0.0,105.55685424804688,8.294006057467072,-0.0244227959837541,0.3156684025430957,0.0439237307587735,0.3497134225716746,0.8905093188855459,0.2265773140180853,0.0223381404822334,0.8751685462505746,0.6762448078167765,0.782542408274055
7,-90.742116123415,31.183087539815897,0.0,0.6450434563547046,0.0797329638493513,0.0447159591888147,0.0656253936264013,0.1406978208842423,0.0008817231389343746,0.0037788134525758,0.0011336440357727,0.0,0.0,0.0,0.0,92.5616683959961,10.18738187170455,-0.0521554736304252,0.2808152354022573,0.1172565099824917,0.3790975177683841,1.040197484350751,0.1821286533726704,0.0400829859602665,0.8676574526296212,0.5443675912181077,0.7857103105049655
8,-90.71207859175458,31.19492849599304,0.0,0.5280473969494517,0.0869784444724568,0.0605067439808395,0.1168536493129963,0.1778646161603428,0.0010084457330139,0.0017647800327744,0.0022690028992814,0.00012605571662674902,0.0,0.0,0.0,91.50772094726562,10.144864025924642,-0.09099219879307,0.255153283761666,0.3224092076185765,0.1865733322400048,0.8182292432227474,0.1551515420622564,0.0333667848878556,0.8728492849616971,0.5907369328497658,0.7923398865692904
9,-90.6820315109795,31.206766115714103,0.0201638311279143,0.152236925015753,0.4850661625708885,0.0060491493383742,0.1412728418399496,0.169880277252678,0.0001260239445494644,0.0025204788909892,0.006805293005671,0.0,0.0,0.0,0.0,99.81631851196288,9.944288888635626,-0.1152310870077242,0.339422749161105,-0.0044299276192147,0.2883633979346431,0.7549270397334394,0.1550274192931643,0.0352792693394055,0.876210718520334,0.6223929758554496,0.7989721229427107
10,-90.65198577955329,31.218591149573903,0.0,0.5998488093738188,0.2479526269371299,0.0284742345974549,0.0194027970265843,0.0792490865566334,0.00012599218848431397,0.0008819453193901979,0.0,0.00012599218848431397,0.0,0.0,0.0,111.67919921875,8.504672882109492,0.0687243955582766,0.2079059224096485,-0.3555696864696075,0.2943974862688893,0.9938576152832403,0.2272524009710709,0.0291689031025599,0.8770281962608666,0.6421581610054691,0.7946016048752487
11,-90.62192898403646,31.230409526666037,0.0,0.4118906663307721,0.0495024562287441,0.0240584456480665,0.379770751983877,0.1108451946088928,0.0006298022420959819,0.003904773900995,0.0,0.0,0.0,0.0,0.0,120.0589599609375,8.73917161572681,0.0223246288725765,0.1904107332947059,-0.0433169161063485,0.2727028536121618,0.7912247231094094,0.15373863443217,0.03485199888333,0.8795625557534967,0.6421581610054691,0.7615902689764862
12,-90.59187655475364,31.242226060357872,0.0002516989680342311,0.3985653158822048,0.0553737729675308,0.0046564309086332,0.2879436194311603,0.202617669267556,0.0066700226529071,0.0080543669770953,0.0030203876164107,0.0006292474200855776,0.0,0.0,0.0,127.4460678100586,6.629461817040441,-0.0102305979151769,0.2422461828281447,0.047713292974938,0.204178662711353,0.7290376588273065,0.1205748128006209,0.0294916927413142,0.8778222643586955,0.635497506568296,0.7382923442034539
13,-90.5618261855782,31.25403197572347,0.0,0.3897707231040563,0.256487780297304,0.0326278659611992,0.1662887377173091,0.1050642479213907,0.0070546737213403,0.0060468631897203,0.0002519526329050139,0.0,0.0,0.0,0.0,117.94794464111328,5.693534279772055,-0.0040406644084602,0.1924170200447388,0.0004884180060651081,0.3100495199334351,0.7492178732822002,0.1192357329735068,0.037029262703591,0.8791960027088627,0.629156655636276,0.7280895459579757
14,-90.74250288767146,31.149384465761933,0.00012600806451612903,0.6310483870967742,0.1129032258064516,0.0177671370967741,0.0602318548387096,0.1665826612903226,0.0,0.0023941532258064,0.0,0.0,0.0,0.0,0.0,99.16598510742189,10.275067888253703,-0.0247522416814991,0.49642863730796,0.0232771365071165,0.2947084406877214,1.0042229367956303,0.2891274712854937,0.0551882285129304,0.8710778647679132,0.6188694592783871,0.7699395734155438
15,-90.71246133331252,31.161225091528237,0.0,0.4687736086628053,0.1286829513976328,0.0468395870057919,0.1415260639637371,0.2051120624527826,0.00012591286829513975,0.0002518257365902795,0.0010073029463611,0.0,0.0,0.0,0.0,101.51220703125,7.758992552216762,0.1226921508380694,0.4236788822588208,0.108389627762177,0.3631588396675078,1.0294077403237056,0.271706242374685,0.051195798785722,0.8745632561070512,0.5830947986079912,0.7838215697787377
16,-90.68241413758832,31.17305848513412,0.0,0.5819486404833838,0.1018378650553877,0.0271903323262839,0.097809667673716,0.1688066465256797,0.0,0.0060422960725075,0.0008811681772406848,0.00025176233635448137,0.0,0.0,0.0,106.30625915527344,6.623021594867695,-0.139340631347569,0.2791211902922256,-0.0901201656549103,0.2054998491907761,1.0086770539296306,0.2218905952649248,0.0470727313570211,0.8779276002724314,0.5845710719677351,0.7898181975972207
17,-90.65236715705086,31.18488398470399,0.0,0.6215023947567431,0.0311318376607007,0.0178976556591883,0.1222586337282581,0.1772119989916813,0.00025207965717166626,0.0031509957146458,0.0010083186286866,0.0,0.0,0.0,0.0,112.41912078857422,6.117058039704636,-0.1866218925043959,0.2470210762236147,0.0093205465579132,0.3057759958356214,0.9500243558709912,0.2773466582549221,0.0535422731460731,0.8777817781599704,0.5394179527862047,0.8211606326994665
